原始文件,来源文件夹,原始地区,类型,年份,序号,目标地区/海域,总文章数,写出文章数,政治梗排除文章数,未命中海域文章数,命中关键词,输出文件,状态,原路径
website_zj-2017-01.txt,zj,zj,website,2017,1,xm,195,27,0,63,"九龙江, 九龙江口, 厦门, 厦门中华白海豚, 厦门海域, 厦门湾, 厦门珍稀海洋物种国家级自然保护区, 金门, 集美",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/website_xm-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2017-01.txt
website_zj-2017-01.txt,zj,zj,website,2017,1,pr,195,77,0,63,"三跑, 关帝湾, 南丫岛, 台山, 大屿山, 大湾区, 崖门, 江门, 淇澳, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江口白海豚保护区, 珠海, 粤港澳, 粤港澳大湾区, 香港, 香港国际机场",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/website_pr-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2017-01.txt
website_zj-2017-01.txt,zj,zj,website,2017,1,bb,195,27,0,63,"三娘湾, 北海, 北部湾, 广西, 钦州, 防城港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/website_bb-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2017-01.txt
website_zj-2017-01.txt,zj,zj,website,2017,1,st,195,4,0,63,"南澳, 汕头",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/website_st-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2017-01.txt
website_zj-2017-01.txt,zj,zj,website,2017,1,lz,195,1,0,63,"特呈岛, 雷州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/website_lz-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2017-01.txt
website_zj-2019-01.txt,zj,zj,website,2019,1,xm,82,6,0,31,"厦门, 同安湾",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/website_xm-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2019-01.txt
website_zj-2019-01.txt,zj,zj,website,2019,1,pr,82,28,0,31,"万山, 伶仃洋, 大湾区, 担杆, 淇澳, 深圳湾, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江口中华白海豚国家级自然保护区, 珠海, 粤港澳, 粤港澳大湾区, 蛇口, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/website_pr-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2019-01.txt
website_zj-2019-01.txt,zj,zj,website,2019,1,bb,82,16,0,31,"三娘湾, 北海, 北部湾, 广西, 钦州, 防城港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/website_bb-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2019-01.txt
website_zj-2019-01.txt,zj,zj,website,2019,1,st,82,1,0,31,汕头,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/website_st-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2019-01.txt
website_zj-2019-01.txt,zj,zj,website,2019,1,lz,82,4,0,31,徐闻,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/website_lz-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2019-01.txt
press_zj-2017-01.txt,zj,zj,press,2017,1,xm,15,3,0,4,厦门,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/press_xm-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2017-01.txt
press_zj-2017-01.txt,zj,zj,press,2017,1,pr,15,7,0,4,"港珠澳, 港珠澳大桥, 珠海, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/press_pr-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2017-01.txt
press_zj-2017-01.txt,zj,zj,press,2017,1,bb,15,1,0,4,"三娘湾, 北部湾, 广西",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/press_bb-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2017-01.txt
forum_zj-2016-01.txt,zj,zj,forum,2016,1,xm,20,2,0,13,"厦门, 厦门海域",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/forum_xm-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2016-01.txt
forum_zj-2016-01.txt,zj,zj,forum,2016,1,pr,20,2,0,13,"伶仃洋, 大屿山, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江口中华白海豚国家级自然保护区, 珠海, 粤港澳, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/forum_pr-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2016-01.txt
forum_zj-2016-01.txt,zj,zj,forum,2016,1,bb,20,3,0,13,"三娘湾, 北海, 广西, 钦州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/forum_bb-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2016-01.txt
forum_zj-2020-01.txt,zj,zj,forum,2020,1,xm,13,2,0,2,"厦门, 金门",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/forum_xm-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2020-01.txt
forum_zj-2020-01.txt,zj,zj,forum,2020,1,pr,13,7,0,2,"万山, 台山, 外伶仃, 大湾区, 担杆, 桂山, 沙洲, 淇澳, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠海, 粤港澳, 粤港澳大湾区, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/forum_pr-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2020-01.txt
forum_zj-2020-01.txt,zj,zj,forum,2020,1,bb,13,7,0,2,"三娘湾, 北海, 北部湾, 广西, 涠洲岛, 钦州, 防城港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/forum_bb-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2020-01.txt
forum_zj-2020-01.txt,zj,zj,forum,2020,1,st,13,1,0,2,潮汕,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/forum_st-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2020-01.txt
forum_zj-2020-01.txt,zj,zj,forum,2020,1,lz,13,3,0,2,"湛江, 雷州, 雷州湾",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/forum_lz-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2020-01.txt
blog_zj-2020-01.txt,zj,zj,blog,2020,1,xm,27,3,0,9,"厦门, 厦门海域, 厦门湾, 厦门珍稀海洋物种国家级自然保护区",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/blog_xm-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2020-01.txt
blog_zj-2020-01.txt,zj,zj,blog,2020,1,pr,27,13,0,9,"万山, 伶仃洋, 台山, 外伶仃, 广海, 担杆, 新会, 桂山, 江门, 沙洲, 淇澳, 深圳湾, 澳门, 珠海, 虎门, 虎门大桥, 走地鸡, 香港, 鹤山",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/blog_pr-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2020-01.txt
blog_zj-2020-01.txt,zj,zj,blog,2020,1,bb,27,6,0,9,"三娘湾, 北海, 北部湾, 广西, 涠洲岛, 钦州, 防城港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/blog_bb-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2020-01.txt
blog_zj-2020-01.txt,zj,zj,blog,2020,1,st,27,2,0,9,潮汕,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/blog_st-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2020-01.txt
blog_zj-2020-01.txt,zj,zj,blog,2020,1,lz,27,2,0,9,"东海岛, 南三岛, 吴川, 徐闻, 湛江, 硇洲, 硇洲岛, 遂溪, 雷州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/blog_lz-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2020-01.txt
blog_zj-2018-01.txt,zj,zj,blog,2018,1,xm,99,6,3,22,"厦门, 厦门湾, 同安湾, 海沧湾, 翔安, 金门, 集美",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/blog_xm-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2018-01.txt
blog_zj-2018-01.txt,zj,zj,blog,2018,1,pr,99,66,3,22,"Macau, Zhuhai, 伶仃洋, 伶仃洋大桥, 前海, 南沙, 台山, 大屿山, 大湾区, 屯门, 广州南沙, 开平, 恩平, 桂山, 江门, 淇澳, 深中通道, 深圳湾, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江三角洲, 珠江口中华白海豚国家级自然保护区, 珠海, 粤港澳, 粤港澳大湾区, 虎门, 虎门大桥, 赤鱲角, 香港, 香港国际机场",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/blog_pr-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2018-01.txt
blog_zj-2018-01.txt,zj,zj,blog,2018,1,bb,99,16,3,22,"三娘湾, 北仑河, 北海, 北部湾, 广西, 沙田, 涠洲岛, 钦州, 防城港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/blog_bb-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2018-01.txt
blog_zj-2018-01.txt,zj,zj,blog,2018,1,st,99,1,3,22,"妈屿, 汕头, 汕头海域",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/blog_st-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2018-01.txt
blog_zj-2018-01.txt,zj,zj,blog,2018,1,lz,99,1,3,22,湛江,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/blog_lz-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2018-01.txt
forum_zj-2018-01.txt,zj,zj,forum,2018,1,pr,14,5,0,9,"伶仃洋, 大屿山, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠海, 粤港澳, 香港, 香港国际机场",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/forum_pr-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2018-01.txt
forum_zj-2018-01.txt,zj,zj,forum,2018,1,bb,14,1,0,9,广西,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/forum_bb-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2018-01.txt
press_zj-2019-01.txt,zj,zj,press,2019,1,pr,1,1,0,0,"伶仃洋, 大湾区, 港珠澳, 港珠澳大桥, 澳门, 粤港澳, 粤港澳大湾区",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/press_pr-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2019-01.txt
website_zj-2016-01.txt,zj,zj,website,2016,1,xm,80,7,0,46,"厦门, 厦门海域, 大嶝, 翔安",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/website_xm-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2016-01.txt
website_zj-2016-01.txt,zj,zj,website,2016,1,pr,80,17,0,46,"伶仃洋, 大屿山, 港珠澳, 港珠澳大桥, 珠江, 珠江口中华白海豚国家级自然保护区, 珠海, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/website_pr-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2016-01.txt
website_zj-2016-01.txt,zj,zj,website,2016,1,bb,80,9,0,46,"三娘湾, 北部湾, 广西, 钦州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/website_bb-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2016-01.txt
website_zj-2016-01.txt,zj,zj,website,2016,1,lz,80,1,0,46,"东海岛, 湛江",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/website_lz-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2016-01.txt
website_zj-2020-01.txt,zj,zj,website,2020,1,xm,87,11,2,41,"厦门, 厦门中华白海豚, 厦门海域, 小嶝, 小嶝岛, 翔安",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/website_xm-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2020-01.txt
website_zj-2020-01.txt,zj,zj,website,2020,1,pr,87,21,2,41,"万山, 前海, 大湾区, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江口中华白海豚国家级自然保护区, 珠海, 粤港澳, 粤港澳大湾区, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/website_pr-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2020-01.txt
website_zj-2020-01.txt,zj,zj,website,2020,1,bb,87,6,2,41,"北海, 广西",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/website_bb-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2020-01.txt
website_zj-2020-01.txt,zj,zj,website,2020,1,st,87,3,2,41,"东海岸新城, 南澳, 南澳岛, 汕头",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/website_st-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2020-01.txt
website_zj-2020-01.txt,zj,zj,website,2020,1,lz,87,5,2,41,"湛江, 硇洲, 硇洲岛, 雷州, 雷州湾, 雷州湾中华白海豚",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/website_lz-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2020-01.txt
website_zj-2018-01.txt,zj,zj,website,2018,1,xm,194,11,1,77,"厦门, 厦门海域, 金门",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/website_xm-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2018-01.txt
website_zj-2018-01.txt,zj,zj,website,2018,1,pr,194,88,1,77,"伶仃洋, 前海, 外伶仃, 大屿山, 大湾区, 桂山, 江门, 沙洲, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江口中华白海豚国家级自然保护区, 珠海, 粤港澳, 粤港澳大湾区, 香港, 香港国际机场, 龙鼓洲",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/website_pr-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2018-01.txt
website_zj-2018-01.txt,zj,zj,website,2018,1,bb,194,19,1,77,"三娘湾, 北海, 北部湾, 合浦, 广西, 涠洲岛, 钦州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/website_bb-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2018-01.txt
website_zj-2018-01.txt,zj,zj,website,2018,1,lz,194,1,1,77,"徐闻, 湛江, 雷州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/website_lz-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/website_zj-2018-01.txt
blog_zj-2017-01.txt,zj,zj,blog,2017,1,xm,61,4,1,25,"Xiamen, 厦门",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/blog_xm-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2017-01.txt
blog_zj-2017-01.txt,zj,zj,blog,2017,1,pr,61,21,1,25,"Pearl River Delta, Pearl River Estuary, 万山, 三跑, 上川岛, 下川岛, 伶仃洋, 前海, 南丫岛, 南沙, 台山, 外伶仃, 大屿山, 大湾区, 川岛, 桂山, 江门, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠海, 粤港澳, 粤港澳大湾区, 虎门, 香港, 香港国际机场",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/blog_pr-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2017-01.txt
blog_zj-2017-01.txt,zj,zj,blog,2017,1,bb,61,13,1,25,"Beibu Gulf, 三娘湾, 北部湾, 大风江, 广西, 钦州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/blog_bb-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2017-01.txt
blog_zj-2017-01.txt,zj,zj,blog,2017,1,st,61,6,1,25,"Hanjiang, 南澳, 南澳岛, 汕头, 青澳湾",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/blog_st-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2017-01.txt
blog_zj-2017-01.txt,zj,zj,blog,2017,1,lz,61,6,1,25,"Zhanjiang, 东海岛, 湛江, 硇洲, 硇洲岛, 雷州, 雷州湾",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/blog_lz-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2017-01.txt
forum_zj-2017-01.txt,zj,zj,forum,2017,1,xm,30,5,1,7,"九龙江, 厦门, 厦门中华白海豚, 金门, 集美",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/forum_xm-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2017-01.txt
forum_zj-2017-01.txt,zj,zj,forum,2017,1,pr,30,14,1,7,"万山, 南丫岛, 台山, 大屿山, 崖门, 江门, 淇澳, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江三角洲, 珠海, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/forum_pr-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2017-01.txt
forum_zj-2017-01.txt,zj,zj,forum,2017,1,bb,30,6,1,7,"三娘湾, 北海, 北部湾, 合浦, 广西, 涠洲岛, 钦州, 钦州湾, 防城港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/forum_bb-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2017-01.txt
forum_zj-2017-01.txt,zj,zj,forum,2017,1,st,30,1,1,7,南澳,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/forum_st-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2017-01.txt
forum_zj-2017-01.txt,zj,zj,forum,2017,1,lz,30,1,1,7,雷州,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/forum_lz-2017-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2017-01.txt
press_zj-2016-01.txt,zj,zj,press,2016,1,pr,5,1,0,3,"大湾区, 港珠澳, 港珠澳大桥, 粤港澳, 粤港澳大湾区",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/press_pr-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2016-01.txt
press_zj-2016-01.txt,zj,zj,press,2016,1,bb,5,1,0,3,三娘湾,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/press_bb-2016-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2016-01.txt
press_zj-2020-01.txt,zj,zj,press,2020,1,pr,6,1,0,4,"大湾区, 港珠澳, 港珠澳大桥, 粤港澳, 粤港澳大湾区",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/press_pr-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2020-01.txt
press_zj-2020-01.txt,zj,zj,press,2020,1,bb,6,1,0,4,北海,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/press_bb-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2020-01.txt
press_zj-2020-01.txt,zj,zj,press,2020,1,lz,6,1,0,4,湛江,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/press_lz-2020-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2020-01.txt
press_zj-2018-01.txt,zj,zj,press,2018,1,pr,14,9,0,4,"伶仃洋, 大湾区, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江口中华白海豚国家级自然保护区, 珠海, 粤港澳, 粤港澳大湾区, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/press_pr-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2018-01.txt
press_zj-2018-01.txt,zj,zj,press,2018,1,bb,14,1,0,4,"三娘湾, 钦州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/press_bb-2018-01.txt,已写出,/Users/gurumakaza/Downloads/zj/press_zj-2018-01.txt
blog_zj-2019-01.txt,zj,zj,blog,2019,1,xm,19,4,0,2,"厦门, 翔安",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/blog_xm-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2019-01.txt
blog_zj-2019-01.txt,zj,zj,blog,2019,1,pr,19,16,0,2,"三跑, 伶仃洋, 伶仃洋大桥, 南大屿, 南沙, 台山, 大屿山, 大湾区, 宝安机场, 江门, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江口中华白海豚国家级自然保护区, 珠海, 粤港澳, 粤港澳大湾区, 索罟群岛, 赤鱲角, 镇海湾, 香港, 香港国际机场",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/blog_pr-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2019-01.txt
blog_zj-2019-01.txt,zj,zj,blog,2019,1,bb,19,4,0,2,"三娘湾, 北部湾, 广西, 沙田, 钦州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/blog_bb-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2019-01.txt
blog_zj-2019-01.txt,zj,zj,blog,2019,1,st,19,2,0,2,汕头,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/st/blog_st-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2019-01.txt
blog_zj-2019-01.txt,zj,zj,blog,2019,1,lz,19,3,0,2,"吴川, 廉江, 徐闻, 湛江, 雷州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/lz/blog_lz-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/blog_zj-2019-01.txt
forum_zj-2019-01.txt,zj,zj,forum,2019,1,xm,10,4,0,2,"厦门, 翔安, 金门",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/xm/forum_xm-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2019-01.txt
forum_zj-2019-01.txt,zj,zj,forum,2019,1,pr,10,2,0,2,"大湾区, 港珠澳, 港珠澳大桥, 珠江, 珠海, 粤港澳, 粤港澳大湾区, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/pr/forum_pr-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2019-01.txt
forum_zj-2019-01.txt,zj,zj,forum,2019,1,bb,10,2,0,2,"三娘湾, 北海, 北部湾, 广西, 涠洲岛, 钦州, 防城港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/zj/bb/forum_bb-2019-01.txt,已写出,/Users/gurumakaza/Downloads/zj/forum_zj-2019-01.txt
forum_sd-2016-01.txt,sd,sd,forum,2016,1,xm,15,4,0,8,厦门,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/xm/forum_xm-2016-01.txt,已写出,/Users/gurumakaza/Downloads/sd/forum_sd-2016-01.txt
forum_sd-2016-01.txt,sd,sd,forum,2016,1,pr,15,2,0,8,"台山, 珠江, 珠江三角洲, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/pr/forum_pr-2016-01.txt,已写出,/Users/gurumakaza/Downloads/sd/forum_sd-2016-01.txt
forum_sd-2016-01.txt,sd,sd,forum,2016,1,bb,15,1,0,8,"广西, 钦州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/bb/forum_bb-2016-01.txt,已写出,/Users/gurumakaza/Downloads/sd/forum_sd-2016-01.txt
forum_sd-2020-01.txt,sd,sd,forum,2020,1,xm,7,2,0,1,"厦门, 厦门湾, 翔安",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/xm/forum_xm-2020-01.txt,已写出,/Users/gurumakaza/Downloads/sd/forum_sd-2020-01.txt
forum_sd-2020-01.txt,sd,sd,forum,2020,1,pr,7,4,0,1,"台山, 珠海, 蛇口, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/pr/forum_pr-2020-01.txt,已写出,/Users/gurumakaza/Downloads/sd/forum_sd-2020-01.txt
forum_sd-2020-01.txt,sd,sd,forum,2020,1,bb,7,1,0,1,"广西, 钦州",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/bb/forum_bb-2020-01.txt,已写出,/Users/gurumakaza/Downloads/sd/forum_sd-2020-01.txt
press_sd-2021-01.txt,sd,sd,press,2021,1,pr,4,2,0,2,"伶仃洋, 内伶仃, 担杆, 江门, 淇澳, 珠江, 珠海",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/pr/press_pr-2021-01.txt,已写出,/Users/gurumakaza/Downloads/sd/press_sd-2021-01.txt
press_sd-2017-01.txt,sd,sd,press,2017,1,pr,9,4,0,5,"伶仃洋, 台山, 港珠澳, 港珠澳大桥, 澳门, 珠海, 香港, 香港国际机场",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/pr/press_pr-2017-01.txt,已写出,/Users/gurumakaza/Downloads/sd/press_sd-2017-01.txt
press_sd-2019-01.txt,sd,sd,press,2019,1,xm,10,1,0,4,"厦门, 同安湾",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/xm/press_xm-2019-01.txt,已写出,/Users/gurumakaza/Downloads/sd/press_sd-2019-01.txt
press_sd-2019-01.txt,sd,sd,press,2019,1,pr,10,5,0,4,"伶仃洋, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠海, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/pr/press_pr-2019-01.txt,已写出,/Users/gurumakaza/Downloads/sd/press_sd-2019-01.txt
press_sd-2019-01.txt,sd,sd,press,2019,1,lz,10,1,0,4,雷州,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/lz/press_lz-2019-01.txt,已写出,/Users/gurumakaza/Downloads/sd/press_sd-2019-01.txt
forum_sd-2018-01.txt,sd,sd,forum,2018,1,pr,7,5,0,2,"外伶仃, 大湾区, 港珠澳, 港珠澳大桥, 澳门, 珠江, 珠江三角洲, 珠海, 粤港澳, 粤港澳大湾区, 香港",/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/pr/forum_pr-2018-01.txt,已写出,/Users/gurumakaza/Downloads/sd/forum_sd-2018-01.txt
forum_sd-2018-01.txt,sd,sd,forum,2018,1,bb,7,3,0,2,北部湾,/Users/gurumakaza/Downloads/classified_filtered_txt_by_region/sd/bb/forum_bb-2018-01.txt,已写出,/Users/gurumakaza/Downloads/sd/forum_sd-2018-01.txt
